,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,mean_curvature,std_curvature,min_curvature,max_curvature,percent_convexity_curvature,longest_contiguous_percent_concavity_curvature,longest_contiguous_percent_convexity_curvature,number_distinct_paths_curvature
0,63469432.57279999,8989.537887655348,1.539163601062385,16255.139215277817,9982.426252741094,85889.73550914573,8.0,55.82999452215484,157.0,0.6623275723060235,0.789221270854183,399.11028728254615,647.2470259174007,14402.397152450003,722912.0,467902642.0,438741561028.0,457558199485132.0,288521616.0,189422150630.0,181014291495870.0,1.9070062810530176e+17,166517903268.0,109870559191438.0,1.0445533140306578e+17,1.0930894952359174e+20,109472385706752.0,7.2179337204897e+16,6.7955551087027225e+19,7.049914523082597e+22,722912.0,-1.1175870895385742e-08,135892967574.60571,-2328609248105.41,-1.648440957069397e-07,2677392761.1176577,2442152027499.775,-22493356894788.625,51365958219.01554,-44808448892.17969,8392043075387520.0,-1.9497593565210483e+17,2012012813104.1804,97873856265164.38,5.2663364888422336e+17,-3.018822238489223e+19,0.3583205037146283,0.02626568330169608,0.0001674349531282135,0.000129017238810046,-8.984372043970292e-09,-1.2735416671991243e-05,-1.6698980419321222e-08,1,1.6283755876297394,5.283851117585017,8.604094168545558,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,1,0.49533442120098997,6.106022083686677,-47.407407407411874,237.00000000032279,68.54130052724078,1.4059753954305798,1.7574692442882252,572.0
1,4214.251199999999,73.25128858448575,-0.5532942098422249,800.3866493515345,179.75576737066865,334.43767701633334,93.0,130.75,151.0,0.056338028169014086,0.9744542343779504,33.854166666666664,24.708333333333332,620.1920822616167,48.0,1186.0,36148.0,1182742.0,1625.0,30858.0,816968.0,24644376.0,71163.0,1085050.0,24372768.0,647425648.0,3461585.0,44969424.0,875313710.0,20208574746.0,48.0,4.263256414560601e-14,6843.916666666667,-48618.381944444416,9.947598300641403e-14,-9293.041666666668,52438.72569444442,-2263135.12000868,16149.979166666664,-44052.7621527778,2803965.7828776045,-36433073.83901789,-41067.23524305541,-4134069.9596896707,35752942.15883308,-1160514575.208815,9.97998951099537,81.38874062008655,181.84526048060454,34.211601223471355,-87.0702279225028,-67.35872660214672,2697.0245039520687,2,4.452634043730472,0.41784514682658874,1.860511525767627,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,2,0.38516460386671103,1.1857523095514722,-1.0212226041557768,6.793650793649637,59.25925925925925,3.7037037037037033,7.4074074074074066,33.0
2,2194.9224999999997,52.864563978424755,-0.7367637856286208,747.9650938902145,247.88685951821338,152.19354323830768,120.0,147.36,170.0,0.024108003857280617,0.9434850771213259,23.16,45.12,662.6915525340578,25.0,1128.0,55990.0,2865942.0,579.0,21714.0,940956.0,42612996.0,19365.0,656688.0,25976978.0,1066147986.0,735087.0,23906754.0,906961932.0,35425884480.0,25.0,6.394884621840902e-14,5094.639999999999,-120067.11359999998,-1.0658141036401503e-14,-4410.4800000000005,42229.31519999998,-2541624.740736,5955.359999999999,-12767.366399999988,1452245.322752,-36071156.22162431,10741.32479999999,-1276140.939264,13972420.246026233,-765798801.6226344,17.679999999999996,201.08844605440004,2061.22357296857,2094.1709085573107,4279252.500669687,18245.551120338925,-786429.3458259706,3,3.0173648387169067,0.20347679922700576,0.6139637394822267,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,3,,,,,,,,
3,1053.5627999999997,36.625644292242875,-0.7330440435760436,147.54064758946876,24.102820673849422,86.60354323830768,128.0,138.91666666666666,151.0,0.41379310344827586,0.9865658746064526,6.083333333333333,4.0,127.4457786668511,12.0,48.0,278.0,1836.0,73.0,202.0,886.0,4648.0,549.0,1258.0,4850.0,22744.0,4357.0,8488.0,29572.0,126838.0,12.0,0.0,86.0,36.0,3.552713678800501e-15,-90.0,-85.16666666666663,-1179.0,104.91666666666667,156.99999999999994,1423.5972222222222,2804.249999999999,-259.23611111111103,-1813.3749999999998,-4506.174768518517,-27838.52083333333,1.3258101851851851,1.5797569578403636,0.760508931834468,0.6263755197926684,0.432126393782714,0.7107720000444343,-0.012903425000026843,12,6.121302132473829,0.5869809076565915,3.5930874817597176,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,12,,,,,,,,
4,205181.35529999997,511.121331398246,1.489942982391816,603.0402775803897,484.3024607130514,3429.3253511210255,56.0,140.92768506632436,197.0,0.8733183856502242,0.5958424476908334,25.5066324347454,34.61660248181429,662.559053971795,2337.0,80899.0,3404043.0,159765631.0,59609.0,2080752.0,87263688.0,4056629790.0,1912031.0,67129824.0,2764688308.0,125090884266.0,69822893.0,2466395160.0,99721030812.0,4385451728118.0,2337.0,4.170885858911788e-12,603594.4758237056,140447.5783808684,3.552713678800501e-12,17290.942661531877,-759092.970368221,-1781462.128307769,391606.14719726134,59739.50225823465,54312027.41030352,-8816619.697576359,1076312.9676666192,11044713.431632956,-56615617.331587106,1423880461.2027204,0.18221881349864238,0.0015466615265362527,0.0001613559182598072,2.0184175390160447e-06,-3.871794957885849e-12,-2.2180172562201694e-08,-3.621943265834655e-11,13,1.245172854774509,5.686726871512942,7.080957932924682,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,13,-0.03518374221102898,0.34583877997248447,-2.8023184649170365,2.15317183242476,53.20197044334976,5.665024630541872,15.024630541871922,42.0
5,1755.9379999999996,47.2835034626578,-0.5373176670616698,305.70172258109557,54.86954327266513,116.65413377802564,111.0,127.05,140.0,0.17857142857142858,0.9837603104916282,12.8,11.7,298.9602719426111,20.0,234.0,3118.0,42960.0,256.0,2429.0,29005.0,359123.0,4270.0,33665.0,376517.0,4377083.0,80362.0,523139.0,5574655.0,62065073.0,20.0,1.4210854715202004e-14,380.20000000000005,-2417.279999999999,-1.4210854715202004e-14,-566.2,2343.6799999999994,-40506.814,993.1999999999999,-1799.2799999999986,50986.123999999996,-419324.0663999998,280.0799999999981,-69705.424,426786.6343999998,-6395291.322399998,3.4334999999999996,10.36311725,17.018499635999994,7.707342115999988,83.88105413746254,14.357213946595976,27.49039516676821,30,5.571428234092661,0.38159462365175256,2.126027060191338,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,30,,,,,,,,
6,11741518.421499997,3866.492670300848,-0.7736501776943243,5564.871719740711,4527.647244255398,73363.67443103368,0.0,159.47361573260554,242.0,0.3879806785709105,0.5814080059705069,376.0363853890156,345.4772198751262,7337.404041246467,133735.0,46202396.0,18400066636.0,7920625260494.0,50289226.0,16875622550.0,6607370826920.0,2809944136293152.0,21372183872.0,7017976721256.0,2700957531812890.0,1.1312444477894669e+18,9787200994432.0,3173085887305412.0,1.2052892858848146e+18,4.979766458707795e+20,133735.0,-1.5133991837501526e-09,2438191314.3503494,-120857720039.2226,-1.2369127944111824e-08,-498159438.15191257,32481753696.091293,-23791548465242.477,2461605102.9486966,9026203437.566338,33524785850319.566,-1515553172547933.8,-100823947000.26283,-7027385554856.976,-266109986974650.5,-3.9636224860446803e+17,0.2739604505247648,0.0031049611312591904,0.0014305283432401567,0.0004015322909792407,-2.56835184147461e-07,-2.014496024998525e-05,1.6323507874899403e-07,33,1.2290868567115794,13.183354105142243,16.203487258004976,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,33,0.5859053132152385,38.24969674196113,-461.0233264648993,3416.8888888951037,62.14600377595973,0.9754562617998742,2.129221732745962,1650.0
7,276296.84429999994,593.1206186335913,-1.480869095334877,666.8326023054284,534.1151219098397,2004.4667701633334,84.0,183.4302510327296,226.0,0.9743034055727554,0.5987000451934822,26.42198919605974,34.30664124563076,683.9458189067318,3147.0,107963.0,4697133.0,229774259.0,83150.0,2820660.0,120213586.0,5766391992.0,2838966.0,95438240.0,3957328166.0,184203722024.0,109931420.0,3669354894.0,148439999272.0,6716143567926.0,3147.0,1.2121859072067309e-11,993285.0911979661,478851.72926213476,-4.718003765447065e-12,-31937.21957419765,-1702693.9098258032,-16694756.106736856,641977.5983476326,-269458.32946009765,146849311.32188094,-188487576.6128209,995640.6847120045,-13775838.195604306,-339168362.8126448,-3030023141.2581825,0.1651178564850045,0.0012999080959642678,0.00012606777242624934,1.7616978185191297e-06,-2.080621770793229e-11,-4.622710994736753e-08,-1.6012042746378642e-11,34,1.2484810389210284,3.005951963406298,3.7528740302202,Crystal,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,34,0.031845100045326154,0.07969027037302223,-1.0149913793819365,0.1830617521453129,80.0,5.88235294117647,25.882352941176475,14.0
8,440740.4379999999,749.1115768865784,0.6499172659167686,846.7327048104863,684.6797575456892,2615.2957849599234,99.0,185.2268924302789,232.0,0.9685510322207216,0.5883397896435786,39.06693227091633,44.65597609561753,877.4843662424988,5020.0,224173.0,12010655.0,705961753.0,196116.0,9185001.0,501948267.0,29811463671.0,9899016.0,481735799.0,26532716121.0,1572944557241.0,570108666.0,28453835259.0,1570487093949.0,92584014169497.0,5020.0,-1.5290879673557356e-11,1999990.8707171315,-9008858.601104207,3.3651303965598345e-11,427249.5920318726,-5429673.551617911,403098527.63344795,2237365.5107569722,6302915.3844929375,619940529.6314502,1117549349.458119,8570464.631229356,300132314.5152799,-940887547.4803264,205063373114.65323,0.16814639376653162,0.0012384898701589028,0.00043832678341085995,5.391055989208883e-06,-2.5851330890885394e-10,-1.7327750413851604e-07,4.3001964119640563e-11,35,1.2366842972628458,3.0886911183444514,3.8197358051518013,Crystal,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,35,0.023092054896280086,0.03143953231179253,-0.0581986541252191,0.15368445089870528,79.2022792022792,7.6923076923076925,50.997150997150996,10.0
9,29060.773899999993,192.35728873657868,0.3843279040056199,489.09729116440684,325.1622072056565,1033.0877945419488,103.0,142.37462235649548,175.0,0.09972883398614041,0.7470025990654505,80.48640483383686,43.027190332326285,882.0251305376735,331.0,14242.0,642128.0,29946922.0,26641.0,1157220.0,52468440.0,2456658852.0,2196183.0,95869804.0,4357438636.0,204291558124.0,181980835.0,7974873192.0,363220358712.0,17046728462556.0,331.0,-2.2737367544323206e-13,29334.75528700907,-206425.87188871962,1.1368683772161603e-13,10932.622356495467,-154934.20907074597,5617941.52743433,51944.688821752265,-385634.88338003494,8209354.458533455,-221380748.77355188,-3143721.534140798,25397668.19050856,-410402556.9869244,9946887266.930243,0.7418647521358999,0.08241668935834065,2.0336315658406123,2.8268593307289382,6.653518856528958,0.7431574618197125,-1.29229993559751,36,1.5041640151466487,2.112233727736356,3.17714596484009,Incomplete,C:\Users\Jacob\Desktop\Academics\Mirkin\colloidal_crystal_ML\Images\20240217_Images_by_experiment\Fig3_Fig4_oven_pcr_linkerstrength\L-2_nM-2.5_mixing-F_oven-F_embed-Ag\L2_2.5nM_04.bmp,36,0.026556484935054886,0.2808198182933781,-0.9057544148549274,1.8658975691980368,62.18487394957983,9.243697478991598,21.84873949579832,20.0
