,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region,facet_score
0,205620.33979999996,511.66781004401815,-1.365807131764294,583.0486326498494,461.76012290378424,1913.3732661002307,77.0,192.27583262169085,252.0,0.9077519379844962,0.6105531138039435,26.122971818958156,29.422288642186167,597.9939579126196,2342.0,68907.0,2585405.0,108933573.0,61180.0,1757950.0,65881372.0,2794270876.0,1962442.0,55269294.0,2046254944.0,86057200932.0,69974968.0,1931119348.0,70411227070.0,2925330376126.0,2342.0,-2.9274360713316128e-12,558003.3565328779,29569.19461057341,1.1908696251339279e-11,-42105.61912894961,820597.403346314,-14480493.638536938,364238.58411614015,-270393.163698431,69126201.0170566,-271299616.45343363,-319837.5988261736,-20314095.958759084,306049611.3225349,-6390405678.6074505,0.16814001708106344,0.0014836819605768563,0.00011984788387784767,4.3820945942529524e-06,6.7753886916742675e-12,-4.4092179933042224e-08,-1.001952465402912e-10,1,1.2626656216724408,3.281670102550964,4.143652020161376,Crystal,../Images/Training/38.3 hold 6.bmp,1,56.12727821684216
1,307815.93139999994,626.03787134483,-0.3737670426645879,684.3849293684785,580.4996774249448,2293.719210672615,60.0,196.93924700513406,248.0,0.9371825715049452,0.5296658402494624,35.386765544780374,33.416714204221336,725.1314598746906,3506.0,117159.0,4799831.0,219367881.0,124066.0,4034400.0,162990952.0,7366379238.0,5515570.0,176444446.0,6976927142.0,307948767916.0,274195684.0,8713544964.0,338423206444.0,14609686451346.0,3506.0,1.1965539670200087e-11,884762.1805476327,-158389.6076897366,4.4082071326556616e-11,-111478.06446092406,590918.9886921997,-82125346.95806316,1125275.5459212775,21915.897552203405,193907754.01935387,-201466328.08874908,-622222.2694062936,-32714194.736582607,244191682.60057086,-21519361231.39377,0.16352357953303343,0.0007118483080980535,1.0922727779826014e-05,3.70089360389638e-08,-1.2956094561994435e-14,-9.443044824884437e-10,1.9642034219321594e-14,2,1.1789583284599938,3.3515045586833163,3.9512842123313314,Crystal,../Images/Training/38.3 hold 6.bmp,2,67.72377247866898
2,580161.9151999998,859.4679125958851,1.1787902674910764,1054.3293592385298,789.412661300117,3595.5404309272562,38.0,191.29524818401936,255.0,0.8315087454385303,0.6628701205232866,46.08792372881356,65.74757869249395,1102.0410689715695,6608.0,434460.0,33458396.0,2810410656.0,304549.0,20834568.0,1681636222.0,147079783902.0,17302813.0,1228812964.0,101938864342.0,9082935393922.0,1086589273.0,79933569648.0,6760168423390.0,608783114179242.0,6608.0,1.8985701899509877e-11,4893702.96125908,-32896109.020768702,1.1038991942768916e-10,811208.6567796605,32938209.06825323,537027149.0694784,3266781.9163135607,16421059.277364114,1720737409.0763016,14508689398.476225,-11979844.433377136,1053261406.639463,19460941120.499462,958859409313.3644,0.18688562431050265,0.002768729807834507,0.0015100361830938038,5.64058454225072e-05,-3.4360040271472246e-09,-2.5327988763606555e-06,-1.609931324788431e-08,3,1.3355870901565101,3.4102630258955036,4.554703271424111,Multiple Crystal,../Images/Training/38.3 hold 6.bmp,3,99.39578282578397
3,107463.40559999997,369.90087540019977,1.5170585010161335,628.8708690001928,249.3691045816411,1677.1255499086924,65.0,189.5547385620915,255.0,0.7761572606214331,0.9180197453636099,14.259803921568627,34.217320261437905,587.0288174357371,1224.0,41882.0,1776844.0,83268020.0,17454.0,612805.0,26621301.0,1270629979.0,303912.0,11042655.0,491389799.0,23809555437.0,5911860.0,222579643.0,10119199287.0,496262383225.0,1224.0,6.252776074688882e-12,343754.1928104575,-1055514.8158293786,-3.694822225952521e-13,15575.89215686274,217923.38020633085,6164146.505673805,55021.38235294118,199382.42858515983,15402685.714856798,17837600.802291743,8946.222895040337,2260473.470953621,20182625.465745863,1005530400.2204612,0.26617405108838926,0.03757446754563684,0.0011467218563799941,0.0002855278527458732,1.5014346878645956e-07,4.486647497971542e-05,-6.442294831371492e-08,4,2.52184756429723,2.666883827160037,6.725474483787214,Multiple Crystal,../Images/Training/38.3 hold 6.bmp,4,51.05268169506385
4,197543.02499999997,501.5172890505439,-0.6261977739827993,527.1774789165183,503.39914947782614,2063.9591714974104,57.0,190.44533333333334,255.0,0.740862693447481,0.2969435974038375,28.130222222222223,30.644444444444446,790.6414661526424,2250.0,68950.0,2532306.0,103227250.0,63293.0,1920940.0,69807132.0,2813352538.0,2212105.0,66465090.0,2358677194.0,92593617780.0,88303379.0,2622187330.0,90449737518.0,3442792654444.0,2250.0,-7.048583938740194e-12,419371.5555555557,-76677.20493827209,-4.959588295605499e-12,-18638.82222222218,-284845.81046913477,-11755973.076813158,431658.84488888877,-275010.35563456826,46626507.92887519,63963436.155320615,1791055.309286714,-16365128.95484382,69173668.17734405,-2153241242.4054193,0.16810477045816186,6.0111822153450436e-05,0.00013108799673471123,4.148702981016001e-05,2.802894606063325e-09,2.2556523192917718e-07,1.2264996639836878e-09,5,1.0472355375716413,3.9151125646326226,4.100045011276532,Crystal,../Images/Training/38.3 hold 6.bmp,5,55.00805275818181
5,138192.32059999998,419.46624103333943,1.1234619032545226,449.2992004764648,420.9678387960753,1873.2296445115126,67.0,177.81829733163914,239.0,0.7428032090608778,0.34948162470548805,22.78843710292249,23.184243964421857,596.2295263570901,1574.0,36492.0,1067062.0,34886040.0,35869.0,842370.0,24893440.0,818297010.0,1021133.0,24611686.0,734118792.0,24151544062.0,33108649.0,828239226.0,25101788704.0,830684762082.0,1574.0,-1.6200374375330284e-12,221022.56925031773,-101468.06744929204,-6.416200903913705e-12,10774.353240152474,77174.25992421263,557060.1363106997,203734.54955527317,446428.0656022501,23483250.91915514,80804048.96749805,553039.9193162724,13334255.801527584,152464310.6070705,2562563912.3994904,0.17144752110841474,0.00012434610393523813,0.00022555972885379135,5.342774664373802e-05,5.798234709682852e-09,1.9052736364524608e-07,-8.836101627845871e-10,6,1.0673005371655333,4.169225412653803,4.449816522489596,Crystal,../Images/Training/38.3 hold 6.bmp,6,46.46361141578599
6,180159.23879999996,478.94244663586187,-0.4818458800817986,653.9163911886922,428.7283869742477,2011.230274226436,83.0,188.43957115009746,252.0,0.8264196536447845,0.7550807440637975,28.47027290448343,21.341617933723196,641.348950650112,2052.0,43793.0,1279593.0,44446355.0,58421.0,1100553.0,29977119.0,1008718563.0,2211411.0,35883179.0,862937781.0,26784901085.0,97969457.0,1400213187.0,29257441593.0,809453329737.0,2052.0,-3.865352482534945e-12,344979.5258284601,2412927.6129573598,1.2704504115390591e-11,-146245.6613060429,-211004.86055015985,-43342548.644013315,548149.1866471731,-2984601.8794733603,70936494.37939493,-417565300.4027648,3798068.453592086,-80075155.9543098,606776117.3390882,-17428130020.508507,0.21210911820817452,0.007153349313622943,0.00409095291043037,0.00036264719439472895,3.306317612675885e-07,2.4461645549237935e-05,-2.9290220685922894e-07,7,1.525246312248437,3.0756688489952246,4.691152569627362,Multiple Crystal,../Images/Training/38.3 hold 6.bmp,7,59.00833233116652
7,123003.45689999998,395.7434338864098,-0.14745304148037375,716.5307261784361,312.366206847097,2468.4196836867172,25.0,157.9243397573162,243.0,0.5695121951219512,0.8999745127574046,28.74018558172734,18.735902926481085,836.4529252145634,1401.0,26249.0,598063.0,15365885.0,40265.0,694130.0,14198552.0,330893162.0,1660317.0,27171106.0,509147396.0,10737879778.0,83206451.0,1320087206.0,23400444464.0,458413944062.0,1401.0,-1.0444978215673473e-12,106264.284082798,178720.06582531816,-6.387779194483301e-12,-60271.13133476094,-731421.4776500524,-6142039.593543206,503093.42755174893,-472025.1396229167,28093065.5022901,19440943.572315216,6570635.349934099,-48810962.30986483,10305687.785720183,-4627518583.50861,0.31045312878613107,0.04464630442207636,0.014704437553437978,0.006333043432693764,6.108786409441156e-05,0.0013129119534002103,-1.7976849529017888e-06,8,2.293880421351652,3.4449599905531643,7.902326274669676,Incomplete,../Images/Training/38.3 hold 6.bmp,8,58.98778405258972
8,221335.98489999995,530.8613082977369,1.4699206242258571,603.5212433522981,476.3276425848367,1886.147872892359,100.0,203.20388734629117,255.0,0.9438412579558217,0.6140752050036745,27.011503371677904,30.18405394684649,655.6322310564055,2521.0,76094.0,2947996.0,128161160.0,68096.0,2080110.0,81323070.0,3574715574.0,2249054.0,69379794.0,2711086566.0,119154203034.0,82852820.0,2571257382.0,100060582782.0,4381399272786.0,2521.0,1.2278178473934531e-11,651170.5989686634,-131247.27482860582,-1.716671249596402e-11,24696.66243554148,202375.3237841372,27062753.75722525,409678.66640222154,160038.77333547786,85780428.91760102,75243595.14437994,-29583.061741897887,3397095.952584142,96420712.92364082,7338461513.296034,0.16691985109623153,0.0015042238597077573,7.651816732172048e-06,3.013545111052673e-07,-1.3976403423477596e-13,-1.0072698559225247e-08,4.357477797189466e-13,9,1.2670296438754496,3.125238578870277,3.9597699236118236,Crystal,../Images/Training/38.3 hold 6.bmp,9,58.0210268515544
9,215804.78019999995,524.1862074621191,-1.0009833111881752,671.8581233928874,496.5521067787576,2952.6157849599235,67.0,200.96013018714402,255.0,0.7487054523301858,0.6736254917923251,33.48372660699756,30.007323026851097,674.705066306753,2458.0,73758.0,2898810.0,130325706.0,82303.0,2306891.0,87772201.0,3888928427.0,3291551.0,84855319.0,3049447169.0,130800511879.0,146524279.0,3484063649.0,116874615451.0,4795285983341.0,2458.0,-2.7000623958883807e-13,685529.8681855169,2198345.5381388622,1.865885224106023e-11,-162801.70707892592,479726.30164965393,-78268557.32848668,535739.8490642797,-3012899.414388251,120012877.25696124,-655725348.5474567,433751.9259256102,-62508161.29145135,311811305.1081529,-26889605013.92673,0.20213793806739166,0.0035190242445382533,0.0014185927047254488,1.6694951711157825e-05,2.223739134565631e-09,8.46613195254848e-07,1.2868711370194919e-09,10,1.353046566958256,4.394701324811252,5.946235540342764,Incomplete,../Images/Training/38.3 hold 6.bmp,10,63.04633545383261
